;Keq/Kpm_teo;Keq/Kpm_est;Error (%)
0;1.08017;1.0578225;2.0688904620007618
1;1.0922999999999998;1.0562339;3.301850873930889
2;1.06631;1.0412059;2.3542981847565008
3;1.08602;1.0587658;2.509551481112522
4;1.0811600000000001;1.0506252;2.82426236264957
5;1.13408;1.0861007;4.230680594191323
6;1.0783200000000002;1.0530424;2.344163902719132
7;1.0840999999999998;1.0355594;4.477500616431981
8;1.04964;1.0253003;2.3188651005563243
9;1.0917899999999998;1.0663621;2.3290062591829575
10;1.1477600000000001;1.0969827;4.4240331154563695
11;1.06971;1.0365708;3.0979623047545943
12;1.1099899999999998;1.0838003;2.3594522602065084
13;1.0872799999999998;1.0672978;1.837813969120145
14;1.11127;1.090848;1.837719991075454
15;1.14022;1.0809815;5.195357650609899
16;1.0976700000000001;1.0542042;3.959821664055591
17;1.0360599999999998;0.9847529;4.952136609088643
18;1.07806;1.0450436;3.062576509226636
19;1.10738;1.0425693;5.852617920613041
20;1.1124599999999998;1.0946419;1.601682406161196
21;1.14036;1.0964088;3.854147462718739
22;1.13572;1.1040151;2.791611319408154
23;1.04385;1.000309;4.171194091247241
24;1.09499;1.0748763;1.8368835842188331
25;1.07866;1.0524364;2.4311319807795697
26;1.0920100000000001;1.0647519;2.4961434895638215
27;1.10054;1.0931079;0.6753104142984881
28;1.0662200000000002;1.0613661;0.45524551801759466
29;1.08477;1.0557947;2.6710993223127812
30;1.06901;1.041194;2.6020372029103607
31;1.04027;1.0265164;1.3221146884445816
32;1.06666;1.0495868;1.600625042778277
33;1.0285;0.9912601;3.620796175795846
34;1.08584;1.0563649;2.7144980924197744
35;1.0865399999999998;1.0700073;1.521589244873621
36;1.06196;1.0603902;0.14781780918958734
37;1.0671799999999998;1.0445964;2.1161909294096057
38;1.07953;1.0621009;1.6145093421596541
39;1.08005;1.0451853;3.228060966630501
40;1.03411;1.0142223;1.9231741023821571
41;1.05666;1.0273514;2.773703992340837
42;1.04605;1.0147982;2.9876043814659092
43;1.08807;1.0569873;2.856683337100225
44;1.0669799999999998;1.0379834;2.717631304149421
45;1.0868200000000001;1.057326;2.7137926054335284
46;1.0804200000000002;1.0588533;1.9961432939642088
47;1.07669;1.0583836;1.7002494661859917
48;1.04748;1.0337677;1.3090750949600438
49;1.0784399999999998;1.0645218;1.2905873715012977
50;1.0786;1.032901;4.236876630791923
51;1.03959;1.0081961;3.019833252169182
52;1.05799;1.0256875;3.053199356233853
53;1.08933;1.0704943;1.7291092537096169
54;1.03352;1.0070827;2.5579862286777106
55;1.03956;1.0223794;1.6526801391023869
56;1.0669;1.063975;0.2741609766977358
57;1.0295299999999998;0.99382174;3.468404014409311
58;1.04953;1.03015;1.846535507768728
59;1.10351;1.0598578;3.955755244048854
60;1.07251;1.0468745;2.3902319640057694
61;1.1246999999999998;1.082695;3.7347730662204204
62;1.08067;1.0675428;1.2147286991794786
63;1.08084;1.0595847;1.9665503845124512
64;1.0908799999999998;1.0548242;3.3052001086173646
65;1.02348;0.99993;2.300970791121102
66;1.0897799999999995;1.0502012;3.631817651540095
67;1.1143299999999998;1.0772935;3.323655002971878
68;1.03449;1.0101888;2.349097818451086
69;1.04447;0.99557745;4.68108662125714
70;1.04738;1.0225608;2.3696428340579754
71;1.0574;1.0455359;1.1220047238059223
72;1.07054;1.0603131;0.9553024097006304
73;1.08519;1.0479469;3.431940035234334
74;1.09093;1.0551198;3.2825430702326295
75;1.0790299999999995;1.0511112;2.587395965498915
76;1.0932;1.0640734;2.6643392414214406
77;1.08235;1.0541362;2.6067208356051452
78;1.03452;1.0031902;3.0284421956396828
79;1.09114;1.0636971;2.5150668396659506
80;1.04682;1.0218838;2.3820861915816867
81;1.08734;1.0480025;3.6177753544823776
82;1.06657;1.0548397;1.099812458370634
83;1.0865399999999998;1.0471389;3.6262880918267544
84;1.03239;0.99858034;3.2748925725026563
85;1.0931;1.0549583;3.4893108127472865
86;1.03247;0.99098754;4.0177884789503
